0 5.123300477862358e-02
10 1.762323081493378e-04
20 1.573538793309126e-05
30 3.002621951964102e-06
40 1.389114686389803e-06
50 6.188572001519788e-07
60 1.594972616203449e-07
70 6.165958410520034e-08
80 2.868127602084769e-08
90 8.965080233735989e-09
100 2.120927655724358e-09
110 7.959412018365697e-10
120 4.212016568860832e-10
130 1.155314524603490e-10
140 2.672801042991058e-11
150 8.148657096307410e-12
160 3.614540524526921e-12
170 1.148665255794323e-12
180 2.255931308729406e-13
190 7.873218000947410e-14
200 4.583114351355486e-14
210 1.518781743436743e-14
220 3.030287473856572e-15
230 8.143033824141574e-16
240 4.914864207213347e-16
250 1.557771940548279e-16
260 3.276801881245934e-17
270 1.087196731739069e-17
280 5.942824516966799e-18
290 1.812916032100832e-18
300 3.988513953268909e-19
310 1.316856671782788e-19
320 6.494949145227921e-20
330 1.515501834065410e-20
340 3.104124697524339e-21
350 7.898275816851569e-22
360 3.939006157612360e-22
370 1.641990623934742e-22
380 3.973683915026024e-23
390 1.334185618415279e-23
400 7.356871048158653e-24
410 2.505025635161834e-24
420 4.516922386948821e-25
430 1.063176314914655e-25
440 5.171532971167058e-26
450 1.862386890322892e-26
460 3.908049665273947e-27
470 7.766245093193475e-28
480 3.134678725706150e-28
490 1.553353018855692e-28
500 3.295170139275895e-29
510 6.077567223694849e-30
520 2.179762809080070e-30
530 9.247320654528971e-31
540 2.296870352325938e-31
