0 4.468797892332077e-02
10 2.044368884526193e-04
20 1.896803951240145e-05
30 4.857610292674508e-06
40 1.547619149278034e-06
50 5.227977339927747e-07
60 1.559496638492419e-07
70 4.593881186565341e-08
80 1.739870292283285e-08
90 4.858291546838700e-09
100 1.239525149188125e-09
110 3.645841406552108e-10
120 1.235608143579370e-10
130 3.115266031250563e-11
140 8.845596997930638e-12
150 2.547053713775060e-12
160 7.431695233164892e-13
170 1.876111841835754e-13
180 6.223992675413736e-14
190 1.517200163517630e-14
200 4.749474247998367e-15
210 1.532453702238375e-15
220 5.158918751514544e-16
230 1.516966922407691e-16
240 4.215275343878787e-17
250 8.919996434055405e-18
260 2.780190021147372e-18
270 8.405416990960787e-19
280 2.468755434846603e-19
290 6.843072629664838e-20
300 2.189747252673754e-20
310 6.032242889817797e-21
320 1.364095248082298e-21
330 4.186782950321211e-22
340 1.298873364398328e-22
350 3.996049068322126e-23
360 1.373395318620565e-23
370 4.501927817469993e-24
380 1.271748599109052e-24
390 2.720548548140230e-25
400 6.893999048063076e-26
410 1.909120890055811e-26
420 5.598110969372078e-27
430 1.323795554697847e-27
440 3.632816894703263e-28
450 1.177625031193887e-28
460 2.558566935683400e-29
470 4.911907904967474e-30
480 1.477421015226473e-30
