0 4.468798186430416e-02
10 2.044368972273798e-04
20 1.896804018291059e-05
30 4.857610548316548e-06
40 1.547619161144731e-06
50 5.227977421632218e-07
60 1.559496605163385e-07
70 4.593881553133932e-08
80 1.739870242525926e-08
90 4.858291866084981e-09
100 1.239525141174416e-09
110 3.645841512921374e-10
120 1.235608196526628e-10
130 3.115266170156552e-11
140 8.845597550799669e-12
150 2.547053874879796e-12
160 7.431695352912138e-13
170 1.876111991815899e-13
180 6.223993259389813e-14
190 1.517200255887889e-14
200 4.749474260092673e-15
210 1.532453804732987e-15
220 5.158919152260274e-16
230 1.516967029618723e-16
240 4.215275532895684e-17
250 8.919996316229059e-18
260 2.780190060503773e-18
270 8.405417266208142e-19
280 2.468755356587653e-19
290 6.843072504358100e-20
300 2.189747326356936e-20
310 6.032242664217746e-21
320 1.364095327435183e-21
330 4.186783239216154e-22
340 1.298873427319463e-22
350 3.996049176237013e-23
360 1.373395373397195e-23
370 4.501928159479873e-24
380 1.271748632555040e-24
390 2.720548590028091e-25
400 6.893998912842817e-26
410 1.909120950707172e-26
420 5.598110974740123e-27
430 1.323795563402696e-27
440 3.632816879250525e-28
450 1.177625116912469e-28
460 2.558567108199186e-29
470 4.911908712183213e-30
480 1.477420720338420e-30
490 4.491407592446631e-31
500 1.002389979239702e-31
510 2.760526051002114e-32
520 9.012954319434877e-33
530 2.772521342030519e-33
540 6.894348561965441e-34
550 1.773460437079763e-34
560 5.590879709317760e-35
570 1.826299089510901e-35
580 5.326242159389103e-36
590 1.425960281333265e-36
600 4.634871153089693e-37
610 1.482882692802557e-37
620 3.013283983853332e-38
630 6.270349893414296e-39
640 1.653798102299099e-39
650 4.054224332314157e-40
660 8.563189842067477e-41
670 1.461733160729168e-41
680 2.729353427185117e-42
690 6.235269509911537e-43
700 1.582781056685261e-43
710 3.524805374166857e-44
720 1.121449568541897e-44
730 3.143452875714452e-45
740 7.506510441558453e-46
750 1.715575830225108e-46
760 4.542194964895673e-47
770 9.185320417451112e-48
780 1.839298339587938e-48
790 3.910597302442379e-49
800 9.970911966579950e-50
810 2.525006290296397e-50
820 5.176590840397398e-51
830 8.217717635939097e-52
840 1.713322000148162e-52
850 5.380257735871578e-53
860 1.319519438211988e-53
870 2.487127462792271e-54
880 6.219346394688687e-55
890 1.957201539967269e-55
900 6.822287619492028e-56
910 1.406111633679048e-56
920 2.920692153632137e-57
930 6.007249937972829e-58
940 1.400965982776304e-58
950 3.608294229139004e-59
960 6.816063290914918e-60
970 9.038821729865682e-61
980 1.849639954851102e-61
990 3.937091508392441e-62
1000 7.947699560640417e-63
1010 1.368390241322075e-63
1020 2.614774795370072e-64
1030 5.924415628965707e-65
1040 1.370221746992626e-65
1050 2.415206617779764e-66
1060 3.822380622844760e-67
1070 7.712454886196475e-68
1080 2.596745426412580e-68
1090 5.670554363861660e-69
1100 9.766612387460779e-70
1110 1.759785719952012e-70
1120 3.715544061590713e-71
1130 8.220682433300748e-72
1140 1.867895954010280e-72
1150 3.753719303286911e-73
1160 5.005019892587200e-74
1170 6.118783537621500e-75
1180 1.128631879147731e-75
1190 3.200866786166550e-76
